Code,lichaamslocalisatie,pathologie
3217,Thoracale wervelkolom,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
3218,Thoracale wervelkolom,Overige orthopedische aandoeningen zonder chirurgie
3219,Thoracale wervelkolom,Dupuytren
3220,Thoracale wervelkolom,Epicondylitis / tendinitis / tendovaginitis
3221,Thoracale wervelkolom,Bursitis (niet traumatisch) / capsulitis
3222,Thoracale wervelkolom,Chondropathie / arthropathie / meniscuslaesie
3223,Thoracale wervelkolom,Artrose
3224,Thoracale wervelkolom,Osteoporose
3225,Thoracale wervelkolom,Syndroom van Costen
3226,Thoracale wervelkolom,"Spier-, pees- en fascie aandoeningen"
3227,Thoracale wervelkolom,"Discusdegeneratie, coccygodynie / HNP"
3228,Thoracale wervelkolom,Sudeckse a(dys)trofie
3231,Thoracale wervelkolom,Gewrichtcontusie / -distorsie
3232,Thoracale wervelkolom,Luxatie (sub-)
3233,Thoracale wervelkolom,"Spier-, peesruptuur / haematoom"
3234,Thoracale wervelkolom,Hydrops / haemarthos / haematoom
3235,Thoracale wervelkolom,Myositis ossificans / adhaesies / traumatische bursitis
3236,Thoracale wervelkolom,Fracturen
3237,Thoracale wervelkolom,Onbekend
3238,Thoracale wervelkolom,Whiplash injury (nektrauma)
3239,Thoracale wervelkolom,Status na brandwonden
3240,Thoracale wervelkolom,Hartaandoeningen (niet genoemd onder 41 t/m 49)
3241,Thoracale wervelkolom,Myocard-infarct (AMI)
3242,Thoracale wervelkolom,Status na coronary artery bypassoperatie (CABG)
3243,Thoracale wervelkolom,Status na percutane transluminale coronair angioplastiek (PTCA)
3244,Thoracale wervelkolom,Status na hartklepoperatie
3245,Thoracale wervelkolom,Status na operatief gecorrigeerde congenitale afwijkingen
3246,Thoracale wervelkolom,Lymfevataandoeningen / oedeem
3247,Thoracale wervelkolom,Ulcus / decubitus / necrose
3248,Thoracale wervelkolom,"Algemeen vaatlijden, circulatiestoornissen"
3249,Thoracale wervelkolom,Onbekend
3250,Thoracale wervelkolom,Cara
3251,Thoracale wervelkolom,Aangeboren afwijkingen tractus respiratorius
3252,Thoracale wervelkolom,Pneumothorax / longoedeem
3253,Thoracale wervelkolom,Luchtweginfecties
3254,Thoracale wervelkolom,COPD
3255,Thoracale wervelkolom,Emfyseem
3256,Thoracale wervelkolom,Interstitiële longaandoeningen incl. sarcoïdose
3260,Thoracale wervelkolom,Diabetes mellitus
3261,Thoracale wervelkolom,Immuniteitsstoornissen
3262,Thoracale wervelkolom,Spastisch colon
3264,Thoracale wervelkolom,Adipositas
3265,Thoracale wervelkolom,"Overige-, erfelijke aandoeningen"
3268,Thoracale wervelkolom,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
3269,Thoracale wervelkolom,Nieuwvormingen zonder chirurgie
3270,Thoracale wervelkolom,Perifere zenuwaandoening
3271,Thoracale wervelkolom,Cerebellaire aandoeningen / encephalopathieën
3272,Thoracale wervelkolom,Cerebrovasculair accident / centrale parese
3273,Thoracale wervelkolom,Multiple sclerose / ALS/ spinale spieratrofie
3274,Thoracale wervelkolom,Parkinson / extrapyramidale aandoening
3275,Thoracale wervelkolom,HNP met radiculair syndroom
3276,Thoracale wervelkolom,Dwarslaesie (incl. traumatisch en partieel)
3277,Thoracale wervelkolom,Neurotraumata
3278,Thoracale wervelkolom,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
3279,Thoracale wervelkolom,Psychomotore retardatie / ontwikkelingsstoornissen
3280,Thoracale wervelkolom,Symptomatologie (nog zonder aanwijsbare pathologie)
3281,Thoracale wervelkolom,Psychosomatische aandoeningen
3282,Thoracale wervelkolom,Hyperventilatie zonder longpathologie
3283,Thoracale wervelkolom,Proctologie
3284,Thoracale wervelkolom,"M.D.L. (Maag, Darm, Lever)"
3285,Thoracale wervelkolom,Seksuologie
3286,Thoracale wervelkolom,"Urine incontinentie, incontinentie urinae"
3287,Thoracale wervelkolom,"Fecale incontinentie, incontinentie alvi"
3288,Thoracale wervelkolom,Urologie
3289,Thoracale wervelkolom,Gynaecologie
3290,Thoracale wervelkolom,"Reumatoïde arthritis, chronische reuma"
3291,Thoracale wervelkolom,Juveniel reuma
3292,Thoracale wervelkolom,(Poly-) arthritis
3293,Thoracale wervelkolom,Spondylitis ankylopoetica / ankylose
3294,Thoracale wervelkolom,Overige reumatische- en collageenaandoeningen 
3295,Thoracale wervelkolom,Littekenweefsel
3296,Thoracale wervelkolom,Sclerodermie
3297,Thoracale wervelkolom,Psoriasis
3298,Thoracale wervelkolom,Hyperhydrosis
3299,Thoracale wervelkolom,Overige huidaandoeningen
3300,Thoraco-lumbale wervelkolom,Amputatie
3301,Thoraco-lumbale wervelkolom,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
3302,Thoraco-lumbale wervelkolom,"Botten, uitgezonderd wervelkolom"
3303,Thoraco-lumbale wervelkolom,"Meniscectomie, synovectomie"
3304,Thoraco-lumbale wervelkolom,"Pees, spier, ligament"
3305,Thoraco-lumbale wervelkolom,Wervelkolom
3306,Thoraco-lumbale wervelkolom,Verwijderde osteosynthese materiaal
3308,Thoraco-lumbale wervelkolom,Postoperatieve contractuur / atrofie
3309,Thoraco-lumbale wervelkolom,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
3310,Thoraco-lumbale wervelkolom,Aseptische botnecrose
3311,Thoraco-lumbale wervelkolom,Afwijkingen wervelkolom / bekken
3312,Thoraco-lumbale wervelkolom,Skeletafwijkingen (aangeboren)
3313,Thoraco-lumbale wervelkolom,Ossificatiestoornis
3314,Thoraco-lumbale wervelkolom,Ontstekingen / nieuwvormingen in het skelet
3315,Thoraco-lumbale wervelkolom,Pseudo-arthrose / epiphysiolysis / apofysitiden
3316,Thoraco-lumbale wervelkolom,Standsafwijkingen extremiteiten
3317,Thoraco-lumbale wervelkolom,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
3318,Thoraco-lumbale wervelkolom,Overige orthopedische aandoeningen zonder chirurgie
3319,Thoraco-lumbale wervelkolom,Dupuytren
3320,Thoraco-lumbale wervelkolom,Epicondylitis / tendinitis / tendovaginitis
3321,Thoraco-lumbale wervelkolom,Bursitis (niet traumatisch) / capsulitis
3322,Thoraco-lumbale wervelkolom,Chondropathie / arthropathie / meniscuslaesie
3323,Thoraco-lumbale wervelkolom,Artrose
3324,Thoraco-lumbale wervelkolom,Osteoporose
3325,Thoraco-lumbale wervelkolom,Syndroom van Costen
3326,Thoraco-lumbale wervelkolom,"Spier-, pees- en fascie aandoeningen"
3327,Thoraco-lumbale wervelkolom,"Discusdegeneratie, coccygodynie / HNP"
3328,Thoraco-lumbale wervelkolom,Sudeckse a(dys)trofie
3331,Thoraco-lumbale wervelkolom,Gewrichtcontusie / -distorsie
3332,Thoraco-lumbale wervelkolom,Luxatie (sub-)
3333,Thoraco-lumbale wervelkolom,"Spier-, peesruptuur / haematoom"
3334,Thoraco-lumbale wervelkolom,Hydrops / haemarthos / haematoom
3335,Thoraco-lumbale wervelkolom,Myositis ossificans / adhaesies / traumatische bursitis
3336,Thoraco-lumbale wervelkolom,Fracturen
3337,Thoraco-lumbale wervelkolom,Onbekend
3338,Thoraco-lumbale wervelkolom,Whiplash injury (nektrauma)
3339,Thoraco-lumbale wervelkolom,Status na brandwonden
3340,Thoraco-lumbale wervelkolom,Hartaandoeningen (niet genoemd onder 41 t/m 49)
3341,Thoraco-lumbale wervelkolom,Myocard-infarct (AMI)
3342,Thoraco-lumbale wervelkolom,Status na coronary artery bypassoperatie (CABG)
3343,Thoraco-lumbale wervelkolom,Status na percutane transluminale coronair angioplastiek (PTCA)
3344,Thoraco-lumbale wervelkolom,Status na hartklepoperatie
3345,Thoraco-lumbale wervelkolom,Status na operatief gecorrigeerde congenitale afwijkingen
3346,Thoraco-lumbale wervelkolom,Lymfevataandoeningen / oedeem
3347,Thoraco-lumbale wervelkolom,Ulcus / decubitus / necrose
3348,Thoraco-lumbale wervelkolom,"Algemeen vaatlijden, circulatiestoornissen"
3349,Thoraco-lumbale wervelkolom,Onbekend
3350,Thoraco-lumbale wervelkolom,Cara
3351,Thoraco-lumbale wervelkolom,Aangeboren afwijkingen tractus respiratorius
3352,Thoraco-lumbale wervelkolom,Pneumothorax / longoedeem
3353,Thoraco-lumbale wervelkolom,Luchtweginfecties
3354,Thoraco-lumbale wervelkolom,COPD
3355,Thoraco-lumbale wervelkolom,Emfyseem
3356,Thoraco-lumbale wervelkolom,Interstitiële longaandoeningen incl. sarcoïdose
3360,Thoraco-lumbale wervelkolom,Diabetes mellitus
3361,Thoraco-lumbale wervelkolom,Immuniteitsstoornissen
3362,Thoraco-lumbale wervelkolom,Spastisch colon
3364,Thoraco-lumbale wervelkolom,Adipositas
3365,Thoraco-lumbale wervelkolom,"Overige-, erfelijke aandoeningen"
3368,Thoraco-lumbale wervelkolom,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
3369,Thoraco-lumbale wervelkolom,Nieuwvormingen zonder chirurgie
3370,Thoraco-lumbale wervelkolom,Perifere zenuwaandoening
3371,Thoraco-lumbale wervelkolom,Cerebellaire aandoeningen / encephalopathieën
3372,Thoraco-lumbale wervelkolom,Cerebrovasculair accident / centrale parese
3373,Thoraco-lumbale wervelkolom,Multiple sclerose / ALS/ spinale spieratrofie
3374,Thoraco-lumbale wervelkolom,Parkinson / extrapyramidale aandoening
3375,Thoraco-lumbale wervelkolom,HNP met radiculair syndroom
3376,Thoraco-lumbale wervelkolom,Dwarslaesie (incl. traumatisch en partieel)
3377,Thoraco-lumbale wervelkolom,Neurotraumata
3378,Thoraco-lumbale wervelkolom,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
3379,Thoraco-lumbale wervelkolom,Psychomotore retardatie / ontwikkelingsstoornissen
3380,Thoraco-lumbale wervelkolom,Symptomatologie (nog zonder aanwijsbare pathologie)
3381,Thoraco-lumbale wervelkolom,Psychosomatische aandoeningen
3382,Thoraco-lumbale wervelkolom,Hyperventilatie zonder longpathologie
3383,Thoraco-lumbale wervelkolom,Proctologie
3384,Thoraco-lumbale wervelkolom,"M.D.L. (Maag, Darm, Lever)"
3385,Thoraco-lumbale wervelkolom,Seksuologie
3386,Thoraco-lumbale wervelkolom,"Urine incontinentie, incontinentie urinae"
3387,Thoraco-lumbale wervelkolom,"Fecale incontinentie, incontinentie alvi"
3388,Thoraco-lumbale wervelkolom,Urologie
3389,Thoraco-lumbale wervelkolom,Gynaecologie
3390,Thoraco-lumbale wervelkolom,"Reumatoïde arthritis, chronische reuma"
3391,Thoraco-lumbale wervelkolom,Juveniel reuma
3392,Thoraco-lumbale wervelkolom,(Poly-) arthritis
3393,Thoraco-lumbale wervelkolom,Spondylitis ankylopoetica / ankylose
3394,Thoraco-lumbale wervelkolom,Overige reumatische- en collageenaandoeningen 
3395,Thoraco-lumbale wervelkolom,Littekenweefsel
3396,Thoraco-lumbale wervelkolom,Sclerodermie
3397,Thoraco-lumbale wervelkolom,Psoriasis
3398,Thoraco-lumbale wervelkolom,Hyperhydrosis
3399,Thoraco-lumbale wervelkolom,Overige huidaandoeningen
3400,Lumbale wervelkolom,Amputatie
3401,Lumbale wervelkolom,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
3402,Lumbale wervelkolom,"Botten, uitgezonderd wervelkolom"
3403,Lumbale wervelkolom,"Meniscectomie, synovectomie"
3404,Lumbale wervelkolom,"Pees, spier, ligament"
3405,Lumbale wervelkolom,Wervelkolom
3406,Lumbale wervelkolom,Verwijderde osteosynthese materiaal
3408,Lumbale wervelkolom,Postoperatieve contractuur / atrofie
3409,Lumbale wervelkolom,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
3410,Lumbale wervelkolom,Aseptische botnecrose
3411,Lumbale wervelkolom,Afwijkingen wervelkolom / bekken
3412,Lumbale wervelkolom,Skeletafwijkingen (aangeboren)
3413,Lumbale wervelkolom,Ossificatiestoornis
3414,Lumbale wervelkolom,Ontstekingen / nieuwvormingen in het skelet
3415,Lumbale wervelkolom,Pseudo-arthrose / epiphysiolysis / apofysitiden
3416,Lumbale wervelkolom,Standsafwijkingen extremiteiten
3417,Lumbale wervelkolom,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
3418,Lumbale wervelkolom,Overige orthopedische aandoeningen zonder chirurgie
3419,Lumbale wervelkolom,Dupuytren
3420,Lumbale wervelkolom,Epicondylitis / tendinitis / tendovaginitis
3421,Lumbale wervelkolom,Bursitis (niet traumatisch) / capsulitis
3422,Lumbale wervelkolom,Chondropathie / arthropathie / meniscuslaesie
3423,Lumbale wervelkolom,Artrose
3424,Lumbale wervelkolom,Osteoporose
3425,Lumbale wervelkolom,Syndroom van Costen
3426,Lumbale wervelkolom,"Spier-, pees- en fascie aandoeningen"
3427,Lumbale wervelkolom,"Discusdegeneratie, coccygodynie / HNP"
3428,Lumbale wervelkolom,Sudeckse a(dys)trofie
3431,Lumbale wervelkolom,Gewrichtcontusie / -distorsie
3432,Lumbale wervelkolom,Luxatie (sub-)
3433,Lumbale wervelkolom,"Spier-, peesruptuur / haematoom"
3434,Lumbale wervelkolom,Hydrops / haemarthos / haematoom
3435,Lumbale wervelkolom,Myositis ossificans / adhaesies / traumatische bursitis
3436,Lumbale wervelkolom,Fracturen
3437,Lumbale wervelkolom,Onbekend
3438,Lumbale wervelkolom,Whiplash injury (nektrauma)
3439,Lumbale wervelkolom,Status na brandwonden
3440,Lumbale wervelkolom,Hartaandoeningen (niet genoemd onder 41 t/m 49)
3441,Lumbale wervelkolom,Myocard-infarct (AMI)
3442,Lumbale wervelkolom,Status na coronary artery bypassoperatie (CABG)
3443,Lumbale wervelkolom,Status na percutane transluminale coronair angioplastiek (PTCA)
3444,Lumbale wervelkolom,Status na hartklepoperatie
3445,Lumbale wervelkolom,Status na operatief gecorrigeerde congenitale afwijkingen
3446,Lumbale wervelkolom,Lymfevataandoeningen / oedeem
3447,Lumbale wervelkolom,Ulcus / decubitus / necrose
3448,Lumbale wervelkolom,"Algemeen vaatlijden, circulatiestoornissen"
3449,Lumbale wervelkolom,Onbekend
3450,Lumbale wervelkolom,Cara
3451,Lumbale wervelkolom,Aangeboren afwijkingen tractus respiratorius
3452,Lumbale wervelkolom,Pneumothorax / longoedeem
3453,Lumbale wervelkolom,Luchtweginfecties
3454,Lumbale wervelkolom,COPD
3455,Lumbale wervelkolom,Emfyseem
3456,Lumbale wervelkolom,Interstitiële longaandoeningen incl. sarcoïdose
3460,Lumbale wervelkolom,Diabetes mellitus
3461,Lumbale wervelkolom,Immuniteitsstoornissen
3462,Lumbale wervelkolom,Spastisch colon
3464,Lumbale wervelkolom,Adipositas
3465,Lumbale wervelkolom,"Overige-, erfelijke aandoeningen"
3468,Lumbale wervelkolom,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
3469,Lumbale wervelkolom,Nieuwvormingen zonder chirurgie
3470,Lumbale wervelkolom,Perifere zenuwaandoening
3471,Lumbale wervelkolom,Cerebellaire aandoeningen / encephalopathieën
3472,Lumbale wervelkolom,Cerebrovasculair accident / centrale parese
3473,Lumbale wervelkolom,Multiple sclerose / ALS/ spinale spieratrofie
3474,Lumbale wervelkolom,Parkinson / extrapyramidale aandoening
3475,Lumbale wervelkolom,HNP met radiculair syndroom
3476,Lumbale wervelkolom,Dwarslaesie (incl. traumatisch en partieel)
3477,Lumbale wervelkolom,Neurotraumata
3478,Lumbale wervelkolom,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
3479,Lumbale wervelkolom,Psychomotore retardatie / ontwikkelingsstoornissen
3480,Lumbale wervelkolom,Symptomatologie (nog zonder aanwijsbare pathologie)
3481,Lumbale wervelkolom,Psychosomatische aandoeningen
3482,Lumbale wervelkolom,Hyperventilatie zonder longpathologie
3483,Lumbale wervelkolom,Proctologie
3484,Lumbale wervelkolom,"M.D.L. (Maag, Darm, Lever)"
3485,Lumbale wervelkolom,Seksuologie
3486,Lumbale wervelkolom,"Urine incontinentie, incontinentie urinae"
3487,Lumbale wervelkolom,"Fecale incontinentie, incontinentie alvi"
3488,Lumbale wervelkolom,Urologie
3489,Lumbale wervelkolom,Gynaecologie
3490,Lumbale wervelkolom,"Reumatoïde arthritis, chronische reuma"
3491,Lumbale wervelkolom,Juveniel reuma
3492,Lumbale wervelkolom,(Poly-) arthritis
3493,Lumbale wervelkolom,Spondylitis ankylopoetica / ankylose
3494,Lumbale wervelkolom,Overige reumatische- en collageenaandoeningen 
3495,Lumbale wervelkolom,Littekenweefsel
3496,Lumbale wervelkolom,Sclerodermie
3497,Lumbale wervelkolom,Psoriasis
3498,Lumbale wervelkolom,Hyperhydrosis
3499,Lumbale wervelkolom,Overige huidaandoeningen
3500,Lumbo-sacrale wervel kolom,Amputatie
3501,Lumbo-sacrale wervel kolom,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
3502,Lumbo-sacrale wervel kolom,"Botten, uitgezonderd wervelkolom"
3503,Lumbo-sacrale wervel kolom,"Meniscectomie, synovectomie"
3504,Lumbo-sacrale wervel kolom,"Pees, spier, ligament"
3505,Lumbo-sacrale wervel kolom,Wervelkolom
3506,Lumbo-sacrale wervel kolom,Verwijderde osteosynthese materiaal
3508,Lumbo-sacrale wervel kolom,Postoperatieve contractuur / atrofie
3509,Lumbo-sacrale wervel kolom,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
3510,Lumbo-sacrale wervel kolom,Aseptische botnecrose
3511,Lumbo-sacrale wervel kolom,Afwijkingen wervelkolom / bekken
3512,Lumbo-sacrale wervel kolom,Skeletafwijkingen (aangeboren)
3513,Lumbo-sacrale wervel kolom,Ossificatiestoornis
3514,Lumbo-sacrale wervel kolom,Ontstekingen / nieuwvormingen in het skelet
3515,Lumbo-sacrale wervel kolom,Pseudo-arthrose / epiphysiolysis / apofysitiden
3516,Lumbo-sacrale wervel kolom,Standsafwijkingen extremiteiten
3517,Lumbo-sacrale wervel kolom,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
3518,Lumbo-sacrale wervel kolom,Overige orthopedische aandoeningen zonder chirurgie
3519,Lumbo-sacrale wervel kolom,Dupuytren
3520,Lumbo-sacrale wervel kolom,Epicondylitis / tendinitis / tendovaginitis
3521,Lumbo-sacrale wervel kolom,Bursitis (niet traumatisch) / capsulitis
3522,Lumbo-sacrale wervel kolom,Chondropathie / arthropathie / meniscuslaesie
3523,Lumbo-sacrale wervel kolom,Artrose
3524,Lumbo-sacrale wervel kolom,Osteoporose
3525,Lumbo-sacrale wervel kolom,Syndroom van Costen
3526,Lumbo-sacrale wervel kolom,"Spier-, pees- en fascie aandoeningen"
3527,Lumbo-sacrale wervel kolom,"Discusdegeneratie, coccygodynie / HNP"
3528,Lumbo-sacrale wervel kolom,Sudeckse a(dys)trofie
3531,Lumbo-sacrale wervel kolom,Gewrichtcontusie / -distorsie
3532,Lumbo-sacrale wervel kolom,Luxatie (sub-)
3533,Lumbo-sacrale wervel kolom,"Spier-, peesruptuur / haematoom"
3534,Lumbo-sacrale wervel kolom,Hydrops / haemarthos / haematoom
3535,Lumbo-sacrale wervel kolom,Myositis ossificans / adhaesies / traumatische bursitis
3536,Lumbo-sacrale wervel kolom,Fracturen
3537,Lumbo-sacrale wervel kolom,Onbekend
3538,Lumbo-sacrale wervel kolom,Whiplash injury (nektrauma)
3539,Lumbo-sacrale wervel kolom,Status na brandwonden
3540,Lumbo-sacrale wervel kolom,Hartaandoeningen (niet genoemd onder 41 t/m 49)
3541,Lumbo-sacrale wervel kolom,Myocard-infarct (AMI)
3542,Lumbo-sacrale wervel kolom,Status na coronary artery bypassoperatie (CABG)
3543,Lumbo-sacrale wervel kolom,Status na percutane transluminale coronair angioplastiek (PTCA)
3544,Lumbo-sacrale wervel kolom,Status na hartklepoperatie
3545,Lumbo-sacrale wervel kolom,Status na operatief gecorrigeerde congenitale afwijkingen
3546,Lumbo-sacrale wervel kolom,Lymfevataandoeningen / oedeem
3547,Lumbo-sacrale wervel kolom,Ulcus / decubitus / necrose
3548,Lumbo-sacrale wervel kolom,"Algemeen vaatlijden, circulatiestoornissen"
3549,Lumbo-sacrale wervel kolom,Onbekend
3550,Lumbo-sacrale wervel kolom,Cara
3551,Lumbo-sacrale wervel kolom,Aangeboren afwijkingen tractus respiratorius
3552,Lumbo-sacrale wervel kolom,Pneumothorax / longoedeem
3553,Lumbo-sacrale wervel kolom,Luchtweginfecties
3554,Lumbo-sacrale wervel kolom,COPD
3555,Lumbo-sacrale wervel kolom,Emfyseem
3556,Lumbo-sacrale wervel kolom,Interstitiële longaandoeningen incl. sarcoïdose
3560,Lumbo-sacrale wervel kolom,Diabetes mellitus
3561,Lumbo-sacrale wervel kolom,Immuniteitsstoornissen
3562,Lumbo-sacrale wervel kolom,Spastisch colon
3564,Lumbo-sacrale wervel kolom,Adipositas
